"id_object","object_type","object_subtype","inventory_number","provenience_detail","provenance_detail","id_dating","pharaonic_ruler","id_provenience","place","archaeological_site","archaeological_context","id_location","place","country","lat","lon","current_or_former_provenances","tomb_owner_title_ids","tomb_owner_titles_unicode"
34,"statue","bloc statue","ÄM 31199",,"purchased from H. Herzer & Co. in 1965",14,"Amenhotep IV/ Akhenaten",,,,,,,,,,"Ägyptisches Museum und Papyrussammlung",,
242,"stela","falsedoor-stela","BM EA 324",,"formerly Anastasi collection (1839)",14,"Amenhotep IV/ Akhenaten",,,,,,,,,,"British Museum; Collection of Giovanni Anastasi",,
427,"(tomb) equipment","shabti","49.29",,"formerly collection of Comte de Clarac (1843)",14,"Amenhotep IV/ Akhenaten",,,,,,,,,,"Collection of Comte de Clarac; Musée Georges Labit",,
1449,"architectural element","wall-fragment","JE 44925","Discovered by J. E. Quibell and A. G. K. Hayter (1912–14)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",72,"Saqqara","Teti-Cemetery","Tomb of Merya",158,"Tomb of Merya (220/TPC)","Egypt","N 29°52'34.40""","E 31°13'17.88""","Egyptian Museum","583","šwjj.tj"
205,"architectural element","wall-fragment","JE 44926–44928","Discovered by J. E. Quibell and A. G. K. Hayter (1912–14)","TN 29.6.24.9, TN 27.6.24.5, TN 3.7.24.2, TN 25.6.24.4, TN 25.6.24.5, TN 3.7.24.6",15,"Amenhotep IV/ Akhenaten–Tutankhamun",72,"Saqqara","Teti-Cemetery","Tomb of Merya",158,"Tomb of Merya (220/TPC)","Egypt","N 29°52'34.40""","E 31°13'17.88""","Egyptian Museum","583","šwjj.tj"
1450,"architectural element","wall-fragment","JE 44930","Discovered by J. E. Quibell and A. G. K. Hayter (1912–14)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",72,"Saqqara","Teti-Cemetery","Tomb of Merya",158,"Tomb of Merya (220/TPC)","Egypt","N 29°52'34.40""","E 31°13'17.88""","Egyptian Museum","583","šwjj.tj"
2100,"architectural unit","tomb","220/TPC, S 2727 (Quibell)","Discovered by J. E. Quibell and A. G. K. Hayter (1912–14), SCA mission",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",72,"Saqqara","Teti-Cemetery","Tomb of Merya",158,"Tomb of Merya (220/TPC)","Egypt","N 29°52'34.40""","E 31°13'17.88""",,"583","šwjj.tj"
724,"architectural element","column","ÄM 1627","found by C. R. Lepsius in 1845, chapel B, Porticus",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Ägyptisches Museum und Papyrussammlung","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
725,"architectural element","column","ÄM 1628","found by C. R. Lepsius in 1845, chapel B, Porticus",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Ägyptisches Museum und Papyrussammlung","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
2187,"architectural element","lintel","R 93-53 A + B, R 93-56","The lintel originally sat on top of the papyrus-bundle columns (Berlin ÄM 1627 and ÄM 1628) from the tomb of Iniuia. It was found in three pieces in the fill of the shaft of the tomb (Shaft I)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Main Magazine (Saqqara)","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
730,"architectural element","pyramidion","D 14","Originally installed atop the funerary pyramid of the tomb of Iniuia.","N 355; Formerly Baron Isidore Justin Séverin Taylor collection (before 1830). Acquired during a mission (?). Registered in the inventory in 1830 (CC 321). Arrived at the museum in early 1832 (January or February?)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Musée du Louvre","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
2188,"architectural element","wall-fragment","R 93-20, R 93-5, R 93-64","The three blocks belonging to the upper left scene of the north wall of the antechapel in the tomb of Iniuia were found in the sand fill in the center of the courtyard",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Nicholson Museum","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
731,"architectural element","wall-fragment","TN 14.6.24.29","tomb of Iniuia",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Egyptian Museum","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
63,"architectural element","wall-fragment","TN 25.6.24.7","North Wall of the sanctuary of the tomb of Iniuia","SR 11935",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Egyptian Museum","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
732,"architectural element","wall-fragment","TN 3.7.24.13","tomb of Iniuia",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Egyptian Museum","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
658,"architectural unit","tomb","009/USC","Discovered by Auguste Mariette / L. Vassalli (1860); EES/Leiden archaeological mission (1993)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""",,"258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
723,"stela","falsedoor-stela","1864246",,"Gift of Henry H. Getty, Charles L. Hutchinson, and Robert H. Fleming, 1894.246; was probably acquired from the collection of Reverend Chauncey Murch, American missionary at Luxor, whose entire collection was bought by the AIC in 1894",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Collection of Murch; Manchester Museum","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
737,"stela","falsedoor-stela",,"tomb of Iniuia",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Main Magazine (Saqqara)","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
728,"stela","round-topped stela","JE 10079","From the tomb of Iniuia, stela is one of the two stelae flanking the entrance of the Antechapel (Chapel B). The stela stood on a limestone base set against the north jamb of the entrance.  discovered by A. Mariette and L. Vassalli (1860)","rom the excavations of Mariette/ Vassalli, mentioned in MSS Vassalli 20 [left]. Acquired by the museum in 1860.",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Egyptian Museum","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
734,"stela","round-topped stela","R 93-24, R 93-26–28, R 93-29a–e, R 93-76","From the tomb of Iniuia, stela is one of the two stelae flanking the entrance of the Antechapel (Chapel B). The stela stood on a limestone base set against the south jamb of the entrance. ","fragments recovered during the excavation by the EES/Leiden archaeological mission",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Main Magazine (Saqqara)","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
726,"(tomb) equipment","sarcophagus","D 2","tomb of Iniuia","N 338, donated to King Louis XVIII in 1823 by the son of Alexandre Thédenat-Duvent, the French Consul in Alxenadria",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Musée du Louvre","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
729,"(tomb) equipment","shabti","MFA 1977.717",,"formerly General Jean-Joseph Tarayre collection (1800), by descent in Tarayre family until 1970s; by 1977: with Jean-Loup Despras, Paris; October 17, 1977, purchased by the MFA from Despras. (Accession date: October 12, 1977)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",84,"Saqqara","Unas-Cemetery","Tomb of Iniuia",151,"Tomb of Iniuia (009/USC)","Egypt","N 29°51'57.4""","E 31°13'01.2""","Collection of General Jean–Joseph Tarayre; Museum of Fine Arts","258; 335; 575; 662; 683; 840; 967","jm.j-rʾ jḥ.w n Jmn; jm.j-rʾ pr m Mn-nfr; jm.j-rʾ pr wr m Mn-nfr; sẖꜣ.w nsw; sẖꜣ.w pr ḥḏ n ḥḏ nbw n nb tꜣ.wj; sẖꜣ.w pr ḥḏ n nb tꜣ.wj; sšm.w ḥꜣb n nb Mꜣꜥ.t"
649,"architectural element","jamb","JE 8383","Originally installed in the central chapel, (north jamb) of the tomb of Ptahemwia","It was acquired with the Huber collection in 1859. TN 6.11.26.5",15,"Amenhotep IV/ Akhenaten–Tutankhamun",85,"Saqqara","Unas-Cemetery","Tomb of Ptahemwia",140,"Tomb of Ptahemwia (025/USC)","Egypt","N 29°51""57.76'","E 31°13""04.05'","Egyptian Museum","953","wbꜣ nsw wꜥb ꜥ.wj"
2220,"architectural element","wall-fragment",,"Originally installed in the southern reveal of the entrance to the Central chapel in the tomb of Ptahemwia ",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",85,"Saqqara","Unas-Cemetery","Tomb of Ptahemwia",140,"Tomb of Ptahemwia (025/USC)","Egypt","N 29°51""57.76'","E 31°13""04.05'",,"953","wbꜣ nsw wꜥb ꜥ.wj"
157,"architectural element","pilaster","MCA-EGI-EG 1891","On the north wall of the courtyard in the tomb of Ptahemwia, the figure of the tomb owner would have faced toward the centre of the wall rather than toward the corner of the courtyard.","found between 1824 and 1827 by Nizzoli. Nizzoli sold his second collection in 1824 to Leopold II of Tuscany. Palagi acquired the third Nizzoli collection, including the pilaster, in 1831. ",15,"Amenhotep IV/ Akhenaten–Tutankhamun",85,"Saqqara","Unas-Cemetery","Tomb of Ptahemwia",140,"Tomb of Ptahemwia (025/USC)","Egypt","N 29°51""57.76'","E 31°13""04.05'","Collection of Giuseppi di Nizzoli; Collection of Pelagio Palagi; Museo Civico Archeologico","953","wbꜣ nsw wꜥb ꜥ.wj"
666,"architectural unit","tomb","025/USC","Discovered by the Leiden archaeological mission (2007)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",85,"Saqqara","Unas-Cemetery","Tomb of Ptahemwia",140,"Tomb of Ptahemwia (025/USC)","Egypt","N 29°51""57.76'","E 31°13""04.05'",,"953","wbꜣ nsw wꜥb ꜥ.wj"
2213,"architectural element","wall-fragment","2001-R49, 2001-R150–167, 2001-R175–190, 2001-R200, 2001-R208, 2001-R210–211, 2001-R214, 2002-R49, 2001-R203, 2001-R209","South reveal of the entrance to the tomb of Meryneith",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'",,"1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
1696,"architectural element","wall-fragment","ÄM 12694",,,15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Ägyptisches Museum und Papyrussammlung; Collection of Carl August Reinhardt","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
225,"architectural element","wall-fragment","ÄM 2070",,"formerly General Franz von Koller collection (1828)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Ägyptisches Museum und Papyrussammlung; Collection of General Franz von Koller","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
224,"architectural element","wall-fragment","E 10595",,"purchased by E. A. Abemayor in 1920",15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Oriental Institute Museum","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
1714,"architectural element","wall-fragment","MMA 21.2.25",,"purchased from Khaouam Brothers (Cairo, 1921, Rogers Fund)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Metropolitan Museum of Art","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
1689,"architectural element","wall-fragment",,,,15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Private Collection (USA)","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
226,"architectural element","wall-fragment",,"Excavated by Auguste Mariette (1850) in the vicinity of Mastaba el-Faroun (Saqqara-South)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Main Magazine (Giza)","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
671,"architectural unit","tomb","032/USC, H9 (Mariette)","Discovered by Auguste Mariette (1850); Leiden archaeological mission (2001, 2007/2008)",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'",,"1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
1023,"statue","seated figure","JE 99076","tomb of Merytneith",,15,"Amenhotep IV/ Akhenaten–Tutankhamun",86,"Saqqara","Unas-Cemetery","Tomb of Meryneith",148,"Tomb of Meryneith (032/USC)","Egypt","N 29°51""57.88"" ","E 31°13""02.96'","Egyptian Museum","1093; 1094; 1095; 975; 976; 977","ḥm nṯr tp.j m ḥw.t Nj.t; jm.j-rʾ pr n Jtn m Mn-nfr; jm.j-rʾ pr n pr Jtn; sẖꜣ.w n Jtn m ꜣḫ.t-Jtn m Mn-nfr; sẖꜣ.w n pr Jtn m ꜣḫ.t-Jtn m Mn-nfr; wr mꜣ.w n pꜣ Jtn"
701,"(tomb) equipment","canopics","AAL 4b",,"formerly Anastasi collection (1829)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",126,"Saqqara",,,,,,,,"Collection of Giovanni Anastasi; Rijksmuseum van Oudheden",,
1856,"(tomb) equipment","canopics","AAL 4a",,"formerly Anastasi collection (1829)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",169,"Saqqara",,"Tomb of Ipy",,,,,,"Collection of Giovanni Anastasi; Rijksmuseum van Oudheden","1106; 1122; 1503; 363; 42; 575; 665","bꜣk n pr ḏ.t; ḥm nṯr tp.j n Ptḥ m pꜣ bꜥḥ; jm.j-rʾ pr n Mn-nfr; jm.j-rʾ pr wr n Jnb.w-ḥḏ.w; jm.j-rʾ pr wr n Mn-nfr; sẖꜣ.w nsw mꜣꜥ; sšm.w ḥꜣb n nb Mꜣꜥ.t"
1642,"architectural element","wall-fragment","AP 40",,"formerly Anastasi collection (1828)",15,"Amenhotep IV/ Akhenaten–Tutankhamun",,,,,,,,,,"Collection of Giovanni Anastasi; Rijksmuseum van Oudheden",,
326,"small finds","tools & implements","EG-ZM2922",,"acquired between 1818 and 1840",15,"Amenhotep IV/ Akhenaten–Tutankhamun",,,,,,,,,,"Rijksmuseum van Oudheden",,
70,"stela","round-topped stela","JE 28019","Daressy notes in his publication of this stela (RT 16, 1894, p. 123) that it was found on 11 December 1887 “in the chapel where the inscription mentioning the restoration of the temple of the Sphinx had been discovered” — in other words, the Stela of the Daughter of Cheops, without it being known whether it was still in its original location or not","CG 34187",16,"Ay",22,"Giza","Chapel of Isis",,,,,,,"Egyptian Museum",,
445,"stela","round-topped stela","BM EA 211",,"formerly Henry Salt collection (1821)",16,"Ay",,,,,,,,,,"British Museum; Collection of Henry Salt",,
45,"architectural element","libation basin",,"excavated by M. Jacquet in the sanctuary of Ramses II at Mit Rahina during the summer 1955 while he was conducting a supplementary excavation on behalf of the University Museum, University of Pennsylvania",,30,"Tutankhamun",35,"Mit Rahina","Temple of Ptah",,171,"Temple of Ptah","Egypt","N 29°51'8.43""","E 31°15'14.40""",,,
1667,"stela","round-topped stela","UC 14470",,,30,"Tutankhamun",35,"Mit Rahina","Temple of Ptah",,171,"Temple of Ptah","Egypt","N 29°51'8.43""","E 31°15'14.40""","Petrie Museum of Egyptian Archaeology",,
216,"stela","unspecified","CG 34186",,,30,"Tutankhamun",35,"Mit Rahina","Temple of Ptah",,171,"Temple of Ptah","Egypt","N 29°51'8.43""","E 31°15'14.40""","Egyptian Museum",,
